RatingID,UserID,MovieID,Rating,Timestamp
1323,19496,79410,4.85,2023-04-10 16:08:49.332957
1324,115983,71490,3.34,2023-03-12 16:08:49.332973
1325,45183,73010,2.6,2023-01-07 16:08:49.332995
1326,65934,90364,4.07,2022-11-03 16:08:49.333012
1327,17798,105075,2.35,2023-07-03 16:08:49.333027
1328,65457,85785,4.37,2023-03-01 16:08:49.333043
1329,11520,106861,3.04,2023-02-08 16:08:49.333058
1330,46301,102830,1.98,2023-06-09 16:08:49.333076
1331,84072,116570,2.99,2023-08-08 16:08:49.333092
1332,92172,213,4.03,2022-11-26 16:08:49.333114
1333,27007,6844,3.82,2023-03-12 16:08:49.333130
1334,116589,105044,2.07,2023-10-10 16:08:49.333145
1335,110374,129978,2.33,2023-04-10 16:08:49.333168
1336,64122,7703,2.34,2023-01-17 16:08:49.333189
1337,11791,48501,1.68,2023-06-05 16:08:49.333205
1338,72462,92758,4.4,2023-08-30 16:08:49.333220
1339,127775,3976,2.71,2023-02-26 16:08:49.333236
1340,38868,30767,2.68,2022-10-23 16:08:49.333252
1341,40680,1220,1.29,2023-07-26 16:08:49.333268
1342,29065,1994,2.47,2023-05-08 16:08:49.333284
1343,75309,90886,2.18,2023-06-18 16:08:49.333300
1344,37841,129030,4.45,2022-12-08 16:08:49.333315
1345,86630,114489,2.58,2023-01-09 16:08:49.333338
1346,1110,94283,3.83,2023-06-16 16:08:49.333358
1347,83831,4460,1.54,2023-02-27 16:08:49.333374
1348,69685,59910,3.83,2023-07-26 16:08:49.333390
1349,99475,120317,2.8,2023-07-12 16:08:49.333405
1350,93263,91531,3.93,2023-05-17 16:08:49.333428
1351,114833,5977,1.78,2023-08-13 16:08:49.333444
1352,72282,108401,4.98,2023-06-12 16:08:49.333465
1353,24034,116935,2.63,2023-09-06 16:08:49.333480
1354,100407,53038,3.26,2023-04-15 16:08:49.333514
1355,138174,83302,3.78,2023-01-08 16:08:49.333530
1356,92550,4267,1.77,2023-07-01 16:08:49.333546
1357,44988,26835,2.66,2023-09-17 16:08:49.333562
1358,92447,5532,3.3,2023-04-15 16:08:49.333577
1359,130994,5772,1.22,2023-03-16 16:08:49.333593
1360,123395,128991,3.67,2023-05-02 16:08:49.333608
1361,75280,80456,4.7,2023-01-17 16:08:49.333624
1362,102634,4111,4.3,2023-06-19 16:08:49.333640
1363,11894,72925,1.99,2023-07-08 16:08:49.333656
1364,93564,41617,4.51,2022-12-22 16:08:49.333672
1365,67708,81195,4.75,2023-10-15 16:08:49.333696
1366,13468,32440,4.33,2023-02-01 16:08:49.333717
1367,73518,8788,4.83,2023-04-22 16:08:49.333734
1368,91142,3435,4.14,2023-07-14 16:08:49.333750
1369,15658,1791,2.31,2023-07-15 16:08:49.333766
1370,73462,42794,3.95,2022-12-01 16:08:49.333781
1371,131334,58534,2.43,2023-07-29 16:08:49.333797
1372,103578,61110,4.23,2023-03-05 16:08:49.333813
1373,68597,120843,4.94,2023-10-05 16:08:49.333829
1374,45153,106030,4.81,2023-10-08 16:08:49.333845
1375,94624,96018,2.55,2022-11-18 16:08:49.333861
1376,73448,8120,3.81,2022-12-23 16:08:49.333877
1377,101412,27760,2.47,2023-02-01 16:08:49.333899
1378,48459,95216,3.92,2023-07-24 16:08:49.333922
1379,104477,3046,4.59,2023-04-01 16:08:49.333938
1380,105169,1259,4.5,2022-10-20 16:08:49.333962
1381,31056,86766,1.33,2022-12-23 16:08:49.333979
1382,115873,4350,3.73,2023-06-05 16:08:49.334011
1383,124670,78646,3.09,2023-07-24 16:08:49.334026
1384,29439,506,1.87,2023-09-15 16:08:49.334042
1385,134788,74624,1.73,2023-03-24 16:08:49.334058
1386,102160,50942,2.98,2023-08-19 16:08:49.334074
1387,103499,76087,4.51,2023-05-14 16:08:49.334097
1388,131036,101483,2.58,2023-03-25 16:08:49.334112
1389,92647,111316,4.46,2023-03-14 16:08:49.334128
1390,16829,34666,3.06,2022-12-29 16:08:49.334144
1391,121295,7285,2.87,2023-07-27 16:08:49.334160
1392,127598,104103,1.46,2023-09-23 16:08:49.334175
1393,48844,99726,2.09,2023-03-06 16:08:49.334191
1394,132605,41769,1.14,2023-04-15 16:08:49.334206
1395,54313,8855,4.34,2022-11-16 16:08:49.334221
1396,130432,1842,2.95,2023-07-17 16:08:49.334244
1397,110374,109383,3.77,2023-01-11 16:08:49.334259
1398,99190,119212,2.83,2023-07-09 16:08:49.334275
1399,118580,4629,1.77,2023-05-02 16:08:49.334296
1400,103691,102403,4.02,2023-08-13 16:08:49.334311
1401,129659,46929,2.13,2023-02-09 16:08:49.334332
1402,85618,107601,2.61,2023-01-30 16:08:49.334347
1403,29885,84613,4.52,2023-02-08 16:08:49.334363
1404,130482,4927,1.06,2022-10-20 16:08:49.334386
1405,63465,81391,2.63,2022-12-11 16:08:49.334402
1406,78278,2591,3.68,2023-04-10 16:08:49.334428
1407,42322,94810,4.36,2023-04-23 16:08:49.334444
1408,87979,103554,1.1,2023-03-25 16:08:49.334460
1409,71087,5880,2.42,2023-07-25 16:08:49.334476
1410,2701,4729,3.58,2023-03-04 16:08:49.334491
1411,112941,1501,3.39,2023-07-26 16:08:49.334507
1412,46875,7565,4.06,2023-03-20 16:08:49.334523
1413,8731,43518,1.0,2023-01-03 16:08:49.334539
1414,105373,6353,3.79,2023-05-03 16:08:49.334554
1415,121572,30825,4.09,2023-09-13 16:08:49.334570
1416,135784,125964,3.89,2023-09-19 16:08:49.334586
1417,89424,106078,2.9,2023-04-24 16:08:49.334602
1418,31602,55253,3.31,2023-10-05 16:08:49.334618
1419,100264,127228,3.75,2023-09-25 16:08:49.334633
1420,14293,105240,2.12,2023-09-26 16:08:49.334649
1421,25559,27728,4.74,2022-12-24 16:08:49.334664
1422,49529,74131,4.6,2023-03-12 16:08:49.334680
1423,14906,7170,2.53,2023-05-10 16:08:49.334696
1424,106327,128880,2.18,2023-02-11 16:08:49.334712
1425,89721,63781,3.67,2023-05-27 16:08:49.334727
1426,98505,92229,2.48,2022-10-22 16:08:49.334743
1427,58045,91010,5.0,2023-04-24 16:08:49.334759
1428,89911,65188,2.44,2023-05-27 16:08:49.334775
1429,22840,84619,2.49,2023-02-28 16:08:49.334790
1430,103557,3554,2.39,2023-04-19 16:08:49.334806
1431,34353,41721,4.34,2023-06-11 16:08:49.334821
1432,27560,106832,2.56,2023-06-10 16:08:49.334838
1433,11411,8997,2.41,2023-01-02 16:08:49.334854
1434,97919,97832,2.15,2023-04-25 16:08:49.334870
1435,127397,54001,3.44,2023-08-03 16:08:49.334886
1436,23870,96007,1.77,2023-09-27 16:08:49.334902
1437,22706,38376,3.8,2023-05-05 16:08:49.334918
1438,75787,50949,3.44,2022-11-07 16:08:49.334936
1439,6783,108016,4.61,2022-11-23 16:08:49.334952
1440,87056,96216,2.0,2023-05-16 16:08:49.334968
1441,115996,70684,4.01,2023-07-07 16:08:49.334983
1442,73367,79575,3.6,2023-03-14 16:08:49.334999
1443,15440,108522,4.3,2023-03-05 16:08:49.335015
1444,37316,1625,3.67,2022-12-17 16:08:49.335031
1445,115738,112653,3.86,2022-12-01 16:08:49.335046
1446,43155,93982,3.37,2023-09-22 16:08:49.335062
1447,89801,120891,4.07,2023-02-28 16:08:49.335078
1448,124230,72956,2.25,2023-08-13 16:08:49.335094
1449,63276,39524,2.03,2023-06-28 16:08:49.335109
1450,82489,117523,1.76,2023-06-02 16:08:49.335125
1451,98162,34534,1.35,2023-06-12 16:08:49.335142
1452,76508,119059,2.25,2022-12-08 16:08:49.335159
1453,87461,1485,3.27,2023-01-19 16:08:49.335175
1454,46598,57430,1.48,2023-06-15 16:08:49.335190
1455,72666,69574,2.55,2023-04-20 16:08:49.335206
1456,59831,3184,1.56,2023-03-26 16:08:49.335222
1457,31602,62054,4.53,2022-11-14 16:08:49.335238
1458,82001,92032,1.89,2023-06-25 16:08:49.335254
1459,92120,92938,3.86,2023-05-15 16:08:49.335269
1460,37316,7104,1.93,2022-12-31 16:08:49.335285
1461,66358,93963,2.82,2023-09-20 16:08:49.335300
1462,10231,4464,2.69,2023-08-27 16:08:49.335316
1463,87227,128358,4.91,2023-07-18 16:08:49.335332
1464,60800,102009,4.96,2023-01-06 16:08:49.335347
1465,82554,6566,4.54,2023-05-22 16:08:49.335363
1466,9238,107309,1.71,2023-01-06 16:08:49.335379
1467,1483,7452,2.55,2023-08-04 16:08:49.335395
1468,28309,7810,4.16,2023-02-05 16:08:49.335411
1469,95200,82465,4.19,2023-03-10 16:08:49.335428
1470,98505,26258,4.33,2023-08-03 16:08:49.335444
1471,31602,60832,1.21,2023-09-29 16:08:49.335460
1472,10104,94027,1.16,2023-07-30 16:08:49.335476
1473,43811,2295,1.4,2023-02-20 16:08:49.335491
1474,15096,59938,2.78,2023-03-10 16:08:49.335507
1475,134514,114013,2.8,2023-05-09 16:08:49.335524
1476,126585,109643,4.08,2023-04-19 16:08:49.335540
1477,76689,119084,2.44,2023-02-27 16:08:49.335563
1478,15768,53996,2.85,2022-10-26 16:08:49.335579
1479,10528,25822,3.16,2022-11-26 16:08:49.335602
1480,1674,81123,2.94,2023-05-10 16:08:49.335618
1481,87546,8584,4.95,2023-07-11 16:08:49.335635
1482,27118,91474,1.62,2023-01-31 16:08:49.335651
1483,77668,104091,1.67,2023-08-17 16:08:49.335667
1484,90631,36752,3.49,2023-09-26 16:08:49.335683
1485,51551,97876,4.67,2023-07-01 16:08:49.335699
1486,123937,110181,1.35,2023-02-09 16:08:49.335714
1487,18146,7404,4.55,2023-08-29 16:08:49.335730
1488,130324,44782,2.67,2022-11-11 16:08:49.335746
1489,83841,109576,4.26,2023-10-03 16:08:49.335763
1490,92091,50440,1.06,2023-08-19 16:08:49.335779
1491,100352,128506,2.81,2023-02-21 16:08:49.335794
1492,82278,119303,3.73,2023-02-09 16:08:49.335810
1493,106308,81180,3.71,2023-05-28 16:08:49.335826
1494,51566,98337,4.47,2023-04-01 16:08:49.335847
1495,113926,93991,2.32,2023-05-01 16:08:49.335862
1496,84072,114842,2.3,2023-04-16 16:08:49.335883
1497,74628,106485,1.68,2023-05-03 16:08:49.335899
1498,34917,41724,1.91,2023-04-08 16:08:49.335915
1499,112121,717,3.6,2023-04-27 16:08:49.335938
1500,121295,113043,4.35,2022-12-14 16:08:49.335954
1501,77145,3270,2.4,2023-05-30 16:08:49.335970
1502,60467,77229,2.06,2023-06-07 16:08:49.335986
1503,116951,95572,3.09,2023-06-13 16:08:49.336002
1504,81768,4608,1.27,2023-02-15 16:08:49.336018
1505,62891,7648,4.8,2023-07-06 16:08:49.336034
1506,57906,106245,1.23,2022-11-26 16:08:49.336049
1507,82554,96803,2.87,2023-04-28 16:08:49.336080
1508,15338,2481,3.38,2023-08-26 16:08:49.336096
1509,87696,83115,1.82,2023-03-24 16:08:49.336122
1510,30388,4162,2.36,2023-02-20 16:08:49.336145
1511,113822,116429,2.07,2022-12-05 16:08:49.336166
1512,85006,5213,3.72,2023-06-14 16:08:49.336182
1513,25559,39786,1.17,2023-05-08 16:08:49.336197
1514,133919,111885,3.05,2023-03-18 16:08:49.336213
1515,67557,77968,2.64,2023-01-28 16:08:49.336236
1516,105614,8496,4.95,2023-04-23 16:08:49.336252
1517,27872,119129,1.99,2023-02-28 16:08:49.336268
1518,93929,128540,1.27,2023-04-07 16:08:49.336283
1519,66358,69818,1.14,2023-02-06 16:08:49.336307
1520,6296,42734,1.98,2023-05-10 16:08:49.336322
1521,51391,113499,3.42,2023-05-31 16:08:49.336345
1522,118149,1333,1.81,2022-11-01 16:08:49.336368
1523,103857,6566,1.43,2023-06-11 16:08:49.336384
1524,52263,112759,2.73,2023-04-24 16:08:49.336399
1525,93310,3185,4.88,2022-12-14 16:08:49.336415
1526,68613,95896,1.78,2023-01-30 16:08:49.336431
1527,64122,47810,3.68,2023-01-04 16:08:49.336447
1528,126310,3457,2.67,2022-12-04 16:08:49.336463
1529,11505,95890,2.87,2023-02-25 16:08:49.336478
1530,134304,25835,3.62,2023-07-14 16:08:49.336501
1531,50236,3311,1.83,2022-12-04 16:08:49.336522
1532,38868,5541,4.4,2023-01-05 16:08:49.336544
1533,62434,512,2.25,2023-08-24 16:08:49.336559
1534,105916,92408,1.55,2023-07-06 16:08:49.336582
1535,10810,32421,1.6,2023-01-01 16:08:49.336597
1536,10104,102049,4.96,2022-12-25 16:08:49.336612
1537,74546,93463,1.77,2023-05-22 16:08:49.336635
1538,86630,101020,1.34,2023-06-06 16:08:49.336666
1539,19496,32162,2.7,2023-09-23 16:08:49.336681
1540,69459,7334,4.36,2023-07-31 16:08:49.336697
1541,50661,109647,3.39,2023-05-02 16:08:49.336713
1542,85030,105193,1.78,2022-12-22 16:08:49.336734
1543,128038,116403,3.13,2023-07-15 16:08:49.336750
1544,11791,122218,1.56,2023-10-06 16:08:49.336765
1545,111939,97600,2.31,2022-10-16 16:08:49.336782
1546,119307,5884,1.48,2023-06-04 16:08:49.336798
1547,78930,5475,1.49,2023-01-12 16:08:49.336813
1548,58808,7082,2.65,2023-04-24 16:08:49.336835
1549,121572,119131,4.1,2023-06-15 16:08:49.336851
1550,104229,44585,2.78,2023-03-12 16:08:49.336866
1551,137774,78742,1.82,2022-11-30 16:08:49.336882
1552,67602,108808,2.07,2022-11-23 16:08:49.336897
1553,133805,98361,4.77,2023-07-27 16:08:49.336913
1554,122700,1087,2.84,2022-11-13 16:08:49.336929
1555,81627,79234,1.63,2023-01-10 16:08:49.336951
1556,106979,65665,2.51,2023-02-20 16:08:49.336967
1557,41118,81679,1.67,2023-07-17 16:08:49.336982
1558,128263,3694,2.57,2023-07-12 16:08:49.336998
1559,29612,30863,2.49,2023-10-02 16:08:49.337013
1560,35925,129978,3.44,2023-04-19 16:08:49.337029
1561,16693,85010,4.82,2023-07-01 16:08:49.337044
1562,108126,127084,4.95,2022-11-06 16:08:49.337067
1563,83217,61048,4.87,2023-07-20 16:08:49.337082
1564,103528,86500,2.89,2023-03-12 16:08:49.337098
1565,34258,3070,3.37,2023-02-24 16:08:49.337114
1566,63734,31793,2.25,2023-09-15 16:08:49.337136
1567,119740,5544,4.95,2022-11-13 16:08:49.337152
1568,109133,111946,2.91,2023-04-09 16:08:49.337168
1569,67249,46929,2.79,2022-11-07 16:08:49.337183
1570,104540,3655,4.32,2023-07-27 16:08:49.337199
1571,131498,88378,1.75,2023-02-04 16:08:49.337215
1572,108278,26480,3.62,2023-04-17 16:08:49.337231
1573,101096,87000,1.28,2023-06-26 16:08:49.337247
1574,65784,25751,4.67,2023-06-14 16:08:49.337262
1575,132352,128688,1.06,2023-02-20 16:08:49.337285
1576,35465,117418,1.37,2022-10-21 16:08:49.337301
1577,106309,100593,1.72,2023-03-17 16:08:49.337317
1578,106599,131260,2.61,2022-11-20 16:08:49.337333
1579,125426,2644,2.92,2022-12-20 16:08:49.337349
1580,22046,82380,2.24,2022-11-10 16:08:49.337365
1581,5470,93721,4.95,2022-12-24 16:08:49.337381
1582,52618,116161,4.76,2023-08-07 16:08:49.337397
1583,9746,99549,1.62,2022-12-12 16:08:49.337417
1584,103668,104764,4.26,2023-07-26 16:08:49.337432
1585,12818,27705,1.84,2023-10-14 16:08:49.337448
1586,74716,60950,3.09,2023-01-16 16:08:49.337465
1587,131516,111764,4.53,2022-11-27 16:08:49.337481
1588,46301,130656,2.19,2023-09-17 16:08:49.337497
1589,48063,6902,3.49,2023-09-10 16:08:49.337513
1590,32900,3088,2.79,2023-05-22 16:08:49.337530
1591,21165,8263,4.28,2023-04-17 16:08:49.337545
1592,28415,2607,4.03,2022-10-19 16:08:49.337561
1593,93815,81512,3.16,2023-01-05 16:08:49.337577
1594,52453,1025,1.09,2023-05-07 16:08:49.337592
1595,13763,2287,1.89,2023-02-23 16:08:49.337608
1596,16092,33660,3.29,2023-01-03 16:08:49.337623
1597,101590,87207,3.92,2023-06-15 16:08:49.337645
1598,45153,121145,2.05,2022-11-20 16:08:49.337660
1599,76702,110445,1.43,2023-04-21 16:08:49.337676
1600,12962,120290,1.32,2023-09-23 16:08:49.337692
1601,135186,7372,3.63,2022-12-16 16:08:49.337708
1602,607,78903,3.91,2023-03-08 16:08:49.337723
1603,51566,4101,4.14,2023-03-28 16:08:49.337739
1604,49303,56098,3.0,2022-12-05 16:08:49.337755
1605,99280,93855,4.42,2023-05-14 16:08:49.337770
1606,52235,4553,2.26,2023-07-13 16:08:49.337793
1607,87979,27,4.12,2023-03-14 16:08:49.337814
1608,69972,92906,3.56,2023-05-10 16:08:49.337830
1609,72068,27105,3.61,2023-08-31 16:08:49.337854
1610,15338,4567,1.7,2023-03-19 16:08:49.337869
1611,19187,4159,3.2,2023-02-24 16:08:49.337885
1612,7453,84125,1.23,2023-05-06 16:08:49.337901
1613,29050,79972,3.17,2023-04-18 16:08:49.337924
1614,112941,73676,4.73,2022-12-19 16:08:49.337939
1615,40461,2886,4.15,2022-11-18 16:08:49.337955
1616,32437,124352,2.81,2023-03-31 16:08:49.337971
1617,67249,87290,1.27,2022-12-08 16:08:49.337994
1618,69772,4990,4.14,2023-02-23 16:08:49.338010
1619,24275,125207,3.06,2023-03-13 16:08:49.338026
1620,119511,4797,1.49,2022-11-24 16:08:49.338043
1621,128859,103048,2.7,2023-01-09 16:08:49.338066
1622,43639,90284,4.7,2023-05-02 16:08:49.338087
1623,10050,115355,3.74,2023-05-19 16:08:49.338103
1624,81415,127144,2.82,2023-02-21 16:08:49.338132
1625,13317,55434,2.64,2023-01-28 16:08:49.338148
1626,135784,92083,2.68,2022-12-12 16:08:49.338164
1627,62891,104920,4.88,2023-07-04 16:08:49.338187
1628,1335,113205,1.8,2023-07-02 16:08:49.338210
1629,103656,69299,3.66,2023-10-07 16:08:49.338226
1630,55249,5559,3.08,2023-02-22 16:08:49.338242
1631,24243,6654,2.09,2023-08-20 16:08:49.338257
1632,74868,82534,4.56,2023-04-19 16:08:49.338273
1633,3172,115339,4.09,2023-08-12 16:08:49.338289
1634,59809,4777,1.5,2022-11-30 16:08:49.338305
1635,14483,101025,1.66,2023-01-30 16:08:49.338321
1636,97498,95765,4.97,2022-11-24 16:08:49.338336
1637,77145,60484,1.9,2023-02-21 16:08:49.338352
1638,47506,86620,4.85,2023-10-13 16:08:49.338374
1639,118992,2976,2.25,2023-08-04 16:08:49.338397
1640,107537,84162,3.39,2023-03-01 16:08:49.338413
1641,27872,108410,1.04,2023-01-28 16:08:49.338428
1642,124696,58876,3.24,2022-10-17 16:08:49.338444
1643,67708,8853,3.38,2023-04-18 16:08:49.338460
1644,67511,116702,2.15,2022-12-22 16:08:49.338476
1645,122937,91615,4.48,2023-10-03 16:08:49.338492
1646,35441,62801,2.07,2023-09-05 16:08:49.338507
1647,126575,97888,3.36,2023-03-26 16:08:49.338523
1648,31446,118968,3.99,2023-07-31 16:08:49.338544
1649,48976,83777,2.79,2023-03-31 16:08:49.338560
1650,78213,3954,3.78,2023-01-18 16:08:49.338576
1651,49407,4566,3.15,2022-12-26 16:08:49.338592
1652,99186,539,3.73,2023-03-20 16:08:49.338615
1653,19974,65243,4.63,2022-10-17 16:08:49.338630
1654,25472,96114,1.98,2023-02-18 16:08:49.338646
1655,67474,1295,2.21,2023-07-10 16:08:49.338668
1656,58561,76244,4.7,2023-01-16 16:08:49.338684
1657,15428,88742,3.69,2022-10-21 16:08:49.338700
1658,62505,84779,3.99,2023-01-07 16:08:49.338715
1659,111682,3849,3.95,2023-03-20 16:08:49.338731
1660,37513,3315,4.29,2023-03-10 16:08:49.338746
1661,28035,93172,2.93,2022-11-22 16:08:49.338762
1662,36753,4563,3.04,2023-02-02 16:08:49.338777
1663,124289,95982,4.63,2023-05-26 16:08:49.338793
1664,49407,1257,2.36,2023-05-16 16:08:49.338816
1665,61528,293,4.21,2023-04-30 16:08:49.338832
1666,106828,69131,1.86,2023-02-26 16:08:49.338847
1667,102634,8637,4.13,2023-03-31 16:08:49.338863
1668,109386,5757,2.65,2022-12-29 16:08:49.338879
1669,137774,97910,3.51,2023-03-18 16:08:49.338895
1670,66362,35957,1.27,2022-12-27 16:08:49.338910
1671,78956,95794,4.8,2023-08-10 16:08:49.338926
1672,102069,5075,4.29,2023-06-20 16:08:49.338947
1673,82489,1022,4.24,2023-07-23 16:08:49.338963
1674,80126,70641,2.59,2023-03-20 16:08:49.338978
1675,14483,101168,3.48,2023-05-30 16:08:49.338994
1676,66358,6463,4.04,2022-12-03 16:08:49.339010
1677,71991,104631,2.6,2023-02-07 16:08:49.339026
1678,71984,59900,4.36,2022-10-22 16:08:49.339041
1679,103857,123947,2.75,2023-03-05 16:08:49.339056
1680,79399,62208,1.78,2023-09-11 16:08:49.339073
1681,48329,94405,2.61,2023-05-20 16:08:49.339088
1682,62434,118702,3.92,2022-11-09 16:08:49.339110
1683,121572,105238,1.47,2022-11-09 16:08:49.339125
1684,71494,285,2.49,2023-05-09 16:08:49.339142
1685,30447,82194,4.46,2023-03-13 16:08:49.339158
1686,6425,1222,2.6,2023-06-14 16:08:49.339174
1687,44752,90947,2.21,2023-01-21 16:08:49.339190
1688,85845,111445,1.57,2023-03-03 16:08:49.339205
1689,73874,110269,2.62,2022-12-18 16:08:49.339227
1690,115430,813,2.99,2023-06-19 16:08:49.339243
1691,115344,32261,4.27,2023-02-16 16:08:49.339258
1692,25341,27620,3.54,2023-08-27 16:08:49.339274
1693,53181,115877,4.4,2022-12-27 16:08:49.339289
1694,91601,118177,2.8,2022-12-14 16:08:49.339310
1695,99741,2616,2.0,2022-11-01 16:08:49.339326
1696,102986,84829,3.24,2023-10-05 16:08:49.339351
1697,128918,121247,4.64,2023-03-16 16:08:49.339372
1698,127992,108413,2.47,2023-01-01 16:08:49.339388
1699,54511,123115,2.28,2023-04-20 16:08:49.339404
1700,89543,5960,2.07,2023-07-24 16:08:49.339427
1701,63734,100185,3.14,2023-02-28 16:08:49.339443
1702,71414,91268,4.32,2023-10-04 16:08:49.339458
1703,65907,7570,1.49,2023-03-20 16:08:49.339473
1704,15440,8927,3.55,2023-07-14 16:08:49.339496
1705,120464,539,3.49,2022-11-12 16:08:49.339511
1706,90914,128717,2.64,2023-06-24 16:08:49.339527
1707,12051,6773,2.3,2022-12-02 16:08:49.339543
1708,112487,931,4.67,2023-02-13 16:08:49.339558
1709,29050,103089,4.67,2023-06-26 16:08:49.339575
1710,51684,113066,2.53,2023-01-29 16:08:49.339590
1711,118580,54999,2.08,2023-03-25 16:08:49.339613
1712,127397,26710,1.07,2023-01-24 16:08:49.339629
1713,35154,101887,3.61,2023-06-24 16:08:49.339645
1714,85918,116971,3.89,2023-08-12 16:08:49.339662
1715,104436,69469,2.62,2023-05-30 16:08:49.339678
1716,76977,3908,4.09,2023-03-23 16:08:49.339694
1717,21390,109592,1.35,2023-06-16 16:08:49.339710
1718,130977,5768,1.17,2022-10-22 16:08:49.339726
1719,100459,25868,1.57,2023-09-16 16:08:49.339742
1720,128695,86181,2.83,2023-07-17 16:08:49.339765
1721,80967,26297,2.68,2023-02-12 16:08:49.339781
1722,33680,3017,2.22,2023-02-05 16:08:49.339804
1723,43166,8882,3.87,2023-05-26 16:08:49.339820
1724,20164,7059,4.43,2023-03-14 16:08:49.339836
1725,76171,74056,1.78,2023-07-13 16:08:49.339858
1726,113262,52773,4.05,2022-11-10 16:08:49.339874
1727,70835,113071,2.09,2023-07-03 16:08:49.339890
1728,30840,105700,3.46,2023-02-06 16:08:49.339905
1729,43567,78103,3.35,2023-08-15 16:08:49.339920
1730,88571,70988,2.0,2023-03-31 16:08:49.339943
1731,99186,101864,1.33,2022-11-28 16:08:49.339959
1732,22732,313,3.67,2023-09-21 16:08:49.339975
1733,19371,82370,3.71,2023-09-04 16:08:49.339990
1734,77678,129358,1.18,2023-08-04 16:08:49.340006
1735,88068,99611,3.23,2022-11-14 16:08:49.340022
1736,43460,91448,4.63,2023-09-09 16:08:49.340038
1737,103499,111595,2.27,2023-05-05 16:08:49.340053
1738,31056,107747,1.98,2023-06-04 16:08:49.340076
1739,21013,98566,3.96,2023-06-24 16:08:49.340098
1740,54497,32797,1.02,2023-09-29 16:08:49.340120
1741,41818,79230,4.12,2023-06-03 16:08:49.340135
1742,96188,130466,3.41,2023-05-04 16:08:49.340158
1743,4160,98449,2.0,2022-11-01 16:08:49.340181
1744,57450,60484,1.37,2022-11-30 16:08:49.340197
1745,13468,7913,3.75,2023-07-11 16:08:49.340212
1746,40256,125956,4.5,2023-07-11 16:08:49.340235
1747,117954,94482,1.7,2023-08-30 16:08:49.340250
1748,12158,63810,3.66,2023-10-06 16:08:49.340266
1749,56683,8062,3.33,2023-03-19 16:08:49.340288
1750,115866,90821,4.56,2022-12-22 16:08:49.340303
1751,133486,82759,2.23,2023-02-21 16:08:49.340319
1752,119025,70315,4.81,2022-12-01 16:08:49.340336
1753,87056,107990,2.03,2023-02-09 16:08:49.340352
1754,29885,4048,3.48,2023-01-05 16:08:49.340367
1755,110300,40732,1.99,2023-03-05 16:08:49.340383
1756,83091,7065,2.82,2023-03-19 16:08:49.340398
1757,53532,129362,2.86,2023-09-22 16:08:49.340414
1758,115430,26049,2.82,2023-05-03 16:08:49.340430
1759,84898,65939,4.09,2023-02-10 16:08:49.340446
1760,51686,79860,1.34,2023-07-29 16:08:49.340462
1761,89402,100203,4.2,2023-07-19 16:08:49.340479
1762,119430,108981,3.77,2022-12-06 16:08:49.340496
1763,75836,93210,3.84,2023-06-14 16:08:49.340519
1764,90492,25912,2.64,2023-06-30 16:08:49.340534
1765,62240,93911,4.46,2023-01-04 16:08:49.340552
1766,71087,129749,3.63,2023-06-24 16:08:49.340573
1767,87438,107732,2.15,2023-03-05 16:08:49.340589
1768,92908,3672,2.58,2022-12-07 16:08:49.340606
1769,99280,109643,2.71,2023-07-10 16:08:49.340622
1770,100639,1397,1.84,2022-11-16 16:08:49.340638
1771,53077,7091,3.18,2023-05-02 16:08:49.340653
1772,132252,107209,2.97,2022-12-22 16:08:49.340669
1773,69916,83369,4.62,2023-09-12 16:08:49.340690
1774,109133,63853,2.23,2023-10-02 16:08:49.340706
1775,28581,4655,2.71,2023-08-22 16:08:49.340722
1776,128697,91110,4.56,2022-11-28 16:08:49.340737
1777,115896,36527,3.13,2022-11-20 16:08:49.340753
1778,90492,27618,4.12,2023-06-19 16:08:49.340777
1779,43463,96456,3.45,2023-04-02 16:08:49.340799
1780,68480,2078,1.43,2023-08-08 16:08:49.340815
1781,135542,94666,1.44,2023-07-20 16:08:49.340831
1782,121167,8690,2.52,2023-09-16 16:08:49.340847
1783,90181,70695,2.23,2023-02-27 16:08:49.340862
1784,11791,101706,1.08,2023-02-06 16:08:49.340878
1785,100652,60110,3.34,2023-10-04 16:08:49.340893
1786,61366,91360,3.68,2023-07-04 16:08:49.340923
1787,76211,31201,3.66,2023-04-01 16:08:49.340940
1788,40001,855,2.45,2023-02-03 16:08:49.340955
1789,109386,129653,2.57,2023-10-05 16:08:49.340971
1790,18016,102779,3.47,2022-12-13 16:08:49.341000
1791,56161,115945,3.18,2022-12-22 16:08:49.341016
1792,104517,60450,1.44,2023-05-02 16:08:49.341031
1793,106599,8519,2.7,2022-10-30 16:08:49.341054
1794,28054,96539,3.68,2023-04-11 16:08:49.341070
1795,30534,37855,1.57,2023-07-25 16:08:49.341093
1796,93384,7235,1.3,2023-07-05 16:08:49.341109
1797,28616,38086,1.11,2023-07-29 16:08:49.341125
1798,1827,110417,2.6,2023-02-15 16:08:49.341150
1799,127397,31606,4.06,2023-09-18 16:08:49.341166
1800,103194,55159,2.12,2023-01-20 16:08:49.341189
1801,124461,6278,2.65,2023-08-30 16:08:49.341205
1802,130994,7483,4.94,2022-12-01 16:08:49.341228
1803,13763,55652,4.4,2023-07-26 16:08:49.341244
1804,29885,96801,2.44,2023-05-23 16:08:49.341259
